country_iso3,t,gdp,gdpcap,pop,co2_pc,source
ABW,2012,2649051221.82866,25444.733664668714,104110.0,,hist
ABW,2013,2819423912.92302,26680.14112063421,105675.0,,hist
ABW,2014,2859631679.07374,26773.822680851816,106807.0,,hist
ABW,2015,2962906703.91061,27458.220153750583,107906.0,,hist
ABW,2016,2999478909.44476,27587.249804048304,108727.0,,hist
ABW,2017,3104263601.0989304,28548.890431773856,108735.0,,hist
ABW,2018,3203987172.7481,29419.208623316008,108908.0,,hist
ABW,2019,3243239612.14075,29699.180536622163,109203.0,,hist
ABW,2020,2468170539.29889,22729.88975935324,108587.0,,hist
ABW,2021,2831747261.74117,26292.91793631541,107700.0,,hist
ABW,2022,3132944104.21046,29195.26702274215,107310.0,,hist
ABW,2023,3374393790.1973,31430.9353682253,107359.0,,hist
ABW,2024,3604216215.9983697,33373.91745912653,107995.0,,hist
ABW,2025,3591426933.4833136,33255.492693951695,107995.0,,projected
ABW,2030,4618207868.910367,40895.00702527287,112928.40385273298,,projected
ABW,2035,5912408251.133116,50432.72479040852,117233.567603263,,projected
ABW,2040,7524857677.414474,62142.139839690935,121091.06150554951,,projected
ABW,2045,9487051261.671652,76232.15966306084,124449.46205910404,,projected
ABW,2050,12176162994.32096,95601.64697189181,127363.52751225005,,projected
ABW,2055,15058152708.404799,115864.38842024318,129963.5972166744,,projected
ABW,2060,18472997224.090324,139592.10139888473,132335.54792117997,,projected
ABW,2065,22583299645.61862,168540.06664725835,133993.6556028767,,projected
ABW,2070,27325884468.446526,202664.1640526289,134833.33176431918,,projected
AFG,2012,17386490239.3536,568.92902145834,30560034.0,2.0913397278028936,hist
AFG,2013,18360263162.7578,580.6038333330952,31622704.0,1.9339513699654791,hist
AFG,2014,18860496494.0404,575.146245808546,32792523.0,1.7809587343559539,hist
AFG,2015,19134221644.7325,565.5697304087513,33831764.0,1.6448296575379333,hist
AFG,2016,19566715174.1633,563.8723367231477,34700612.0,1.5242626651550082,hist
AFG,2017,20084646751.4954,562.769574140988,35688935.0,1.4048669668970377,hist
AFG,2018,20323499020.3639,553.125151688294,36743039.0,1.2895929593858906,hist
AFG,2019,21118473702.3471,557.8615332074594,37856121.0,1.1789090312884107,hist
AFG,2020,20621957125.2077,527.8345544993049,39068979.0,1.0718038337283533,hist
AFG,2021,16345202562.5485,408.62585521740374,40000412.0,1.1542175944635564,hist
AFG,2022,15325233810.1388,377.66562708070376,40578842.0,1.2436056494744183,hist
AFG,2023,15672648238.1005,378.0663031225895,41454761.0,1.3209333182374021,hist
AFG,2025,,,42647492.0,1.485404363115789,projected
AFG,2030,,,47982311.48922811,1.520073487020014,projected
AFG,2035,,,53505641.48936217,0.7826767908916422,projected
AFG,2040,,,59037590.56789527,0.8515759306248416,projected
AFG,2045,,,64487038.39047656,0.8826843509632379,projected
AFG,2050,,,69771505.40866165,0.9344131174294238,projected
AFG,2055,,,74859381.50269005,0.9326090008164213,projected
AFG,2060,,,79666625.7613016,0.9308048842034188,projected
AFG,2065,,,84184348.55666398,0.9047764927123532,projected
AFG,2070,,,88298897.1306264,0.8787481012212877,projected
AGO,2012,92712034533.3955,3682.352293227627,25177394.0,0.4922185354052131,hist
AGO,2013,97239220009.2494,3716.2971872728185,26165620.0,0.4815334014634471,hist
AGO,2014,101766409287.849,3746.8161997861325,27160769.0,0.47150579573059953,hist
AGO,2015,102543067840.73201,3641.7289391994364,28157798.0,0.46215616718324354,hist
AGO,2016,100799291837.039,3454.033171871191,29183070.0,0.45300717162382165,hist
AGO,2017,100648701499.631,3328.898212410888,30234839.0,0.4440896807818292,hist
AGO,2018,100050434318.105,3196.7900698355807,31297155.0,0.43562489945172334,hist
AGO,2019,99845650843.2744,3083.9753442735696,32375632.0,0.42750238821592734,hist
AGO,2020,95809443080.1137,2864.1614603689254,33451132.0,0.41994094549625405,hist
AGO,2021,97824078558.145,2832.817771322863,34532429.0,0.4548252310893045,hist
AGO,2022,101948344238.666,2860.9025192224763,35635029.0,0.4872997297125814,hist
AGO,2023,103236265970.233,2809.1572797555727,36749906.0,0.5176519363069936,hist
AGO,2024,107803341999.578,2845.4777930297405,37885849.0,0.545913066380009,hist
AGO,2025,106949618060.79301,2822.9436817106307,37885849.0,0.5896951128111185,projected
AGO,2030,115913473962.02103,2743.179369112763,42255156.65040575,0.5587204869026428,projected
AGO,2035,121620228872.48193,2616.269850729875,46486117.950926535,0.6744998640521426,projected
AGO,2040,130451295527.90923,2576.895745676128,50623427.72182322,0.869155657564913,projected
AGO,2045,144621209616.31735,2649.809146019514,54577972.09039157,1.0393986419573176,projected
AGO,2050,172298144138.76166,2953.6795403707906,58333391.21045344,1.2323229182484468,projected
AGO,2055,207100425765.5981,3354.2771754012942,61742192.1135129,1.309981201688261,projected
AGO,2060,253180942598.20676,3906.738087891587,64806223.73506616,1.3876394851280751,projected
AGO,2065,311108668123.3588,4610.768130806031,67474368.54279037,1.4694906269620618,projected
AGO,2070,382184671098.26025,5477.793742496625,69769817.75222358,1.5513417687960485,projected
ALB,2012,10790155229.509197,3771.847818620145,2860708.0,1.5370926043278494,hist
ALB,2013,10974367815.094,3895.8997562194213,2816902.0,1.5271775997749173,hist
ALB,2014,11220218560.8998,4045.1193488493445,2773767.0,1.5165823807049454,hist
ALB,2015,11470171826.9575,4199.539129253983,2731293.0,1.5052880396209656,hist
ALB,2016,11918533446.9749,4431.556358141663,2689469.0,1.493275888593665,hist
ALB,2017,12309839868.7084,4648.230786606578,2648285.0,1.4805263542404865,hist
ALB,2018,12761785703.1071,4893.823755387189,2607733.0,1.467018387718151,hist
ALB,2019,13025007474.8895,5072.436483547401,2567801.0,1.452732819435411,hist
ALB,2020,12593390460.142,4980.616995246947,2528480.0,1.4376484337225206,hist
ALB,2021,13722964212.462,5511.757434028634,2489762.0,1.3713998166180954,hist
ALB,2022,14385344334.623,5867.650962305578,2451636.0,1.3027435511416399,hist
ALB,2023,14962975920.9066,6198.17195301204,2414095.0,1.2316196451550867,hist
ALB,2024,15568367220.7999,6549.233874153979,2377128.0,1.1579690558500229,hist
ALB,2025,15570470414.651678,6550.118636712738,2377128.0,1.0651654030908877,projected
